Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
4/8/21 22:00,Bordentown,NJ,USA,Cigar,15 minutes,Multiple flying objects at different heights but in same general area. Some move throughout the sky but others seem to stay stationary,4/23/21,
4/8/21 21:18,Fresno,TX,USA,Light,1 minutes,We were sitting outside in our backyard talking when the UFO appeared out of nowhere in the sky. It was ascending upwards. The UFO itse,4/23/21,
4/8/21 20:53,Rochester,NY,USA,Circle,.30,"Observed silent orange, round object cross the starlit sky. Upon observation, I alerted my sister to record with her cell phone. Ther",4/23/21,
4/8/21 20:30,Buffalo,NY,USA,Circle,5 minutes,"Circular light moving and rotating, blinking lights along side of it",4/23/21,
4/8/21 20:00,Rhome,TX,USA,Rectangle,10 seconds,"It was a huge craft that flew directly over my house, and flew in complete silence.",10/19/21,
4/8/21 08:35,Evans,GA,USA,Cylinder,a few seconds,It looked like a long plane,4/23/21,
4/8/21 00:30,Ellington/Somers,CT,USA,Light,5+,"Intensely bright white light steadily hovering in placeno other lights. Checked against tree to be sure not moving, it was not. Watch",4/23/21,
4/8/21 00:15,Cape Elizabeth,ME,USA,Formation,30-45 seconds,"5 white orbs seen moving south, spread out+ erratic movement.",4/23/21,
4/8/21 00:00,Fort Lauderdale,FL,USA,Circle,40 minutes,"Silent, low-flying circular aircraft with green beams of light directed at two different people minutes apart, from different angles.",4/23/21,
4/7/21 21:20,Crum Lynne,PA,USA,Formation,15 seconds,"12 nickle size yellow,orange, white lights by US 13 in Delaware county Pa",4/23/21,
4/7/21 21:18,Girard,OH,USA,Light,3 minutes,Unexplainable Bright Light,4/23/21,
4/7/21 21:08,Midland,TX,USA,,2 minutes,Lighted train flies across night sky. ((Starlink satellites??)),4/23/21,
4/7/21 21:02,Amarillo,TX,USA,Other,2 minutes,A very long string of white lights appearing to be of the same enormous object configured in a line. ((Starlink satellites??)),4/23/21,
4/7/21 21:02,Nicoma Park,OK,USA,Formation,45 seconds,UFO seen in Oklahoma. ((Starlink satellites??)),4/23/21,
4/7/21 21:00,Yucca,AZ,USA,Other,,Flying string ray shaped object over my car about 5 to 6 feet above my passenger windshield as if they were looking over me.,12/19/21,
4/7/21 21:00,Richardson,TX,USA,Cylinder,30 seconds,Strange lights in cylindrical formation flying above and low then disappeared,4/23/21,
4/7/21 20:58,Littleton,CO,USA,Light,5 minutes,A fleet of lights that flew across sky. You could see them speed up to another and was unlike anything I have ever seen. At top of the,5/20/21,
4/7/21 20:50,San Antonio,TX,USA,Light,8 seconds,Witnessed cluster or one large structure traveling from NW to SE over San Antonio Metro. ((Starlink satellitess??)),4/23/21,
4/7/21 20:45,Prosper,TX,USA,Cigar,15-20 seconds,((NUFORC Note: Witness provides no information about sighting. PD)),4/23/21,
4/7/21 17:42,Jamesport,NY,USA,Other,3 seconds,Three Spheres connected by a tic tac shaped craft,4/23/21,
4/7/21 09:10,Tulsa,OK,USA,Other,1 minute,I was outside on my porch when I saw a string of 50 lights or so crossing over the sky from the northeast. ((Starlink satellites??)),4/23/21,
4/7/21 04:45,Seattle,WA,USA,Other,20 seconds,Spotlight appeared on the ground and settled on me but as I escaped it disappeared.,4/23/21,
4/7/21 00:00,Palm Desert,CA,USA,Circle,15 minutes,"April 7 2021 around midnight in area of East Palm desert California in northeast sky an object high up, circular with flashing lights s",4/23/21,
4/6/21 21:40,Aberdeen,MS,USA,Formation,5 minutes,"8-10 lights in what seemed to be in a perfectly spaced formation, as they disappeared across the sky.",5/20/21,
4/6/21 21:00,Victoria,BC,Canada,Oval,8 minutes,Witnessed oval shaped light first appear as a shooting star from due south at 50 degrees above horizon heading north. Object changed di,4/23/21,
4/6/21 21:00,Winter Park,FL,USA,Triangle,10 minutes,"White lights in a triangle shape, shut off, erratic blinking colored lights appeared as it slowly moved from south to north for about 1",4/23/21,
4/6/21 12:30,Wichita,KS,USA,,,MADAR Node 123,4/23/21,
4/6/21 01:00,Surprise,AZ,USA,Light,hours,The light has been moving erratically for weeks,4/23/21,
4/6/21 00:00,Davie,FL,USA,Cylinder,30 MINUTES,"Stealthy Object with 3 Orange Reddish Orbs VANISH in clear night sky over Davie, FL, followed by Military Helicopter pursuit!!",7/31/21,
4/6/21,New Pekin,IN,USA,Teardrop,30 seconds,5 large silver teardrop-shaped ufos flying away from where I was heading (In a car). Nothing happened to my car afterwards.,4/23/21,
4/5/21 23:00,Bend,OR,USA,Sphere,5-8 minutes,Large bright light with smaller lights around. No sound,4/23/21,
4/5/21 23:00,Sisters,OR,USA,Sphere,10 minutes,It was over the Cascades and a round ship with sparks shooting from it and it was i/4 over the crest. No sound. Lookes like a hologram,4/23/21,
4/5/21 21:37,Presidio,TX,USA,,~ 1 min. max,"A bright, high altitude light--NOT an airliner--moving at constant speed and brightness, then disappearing at same apparent speed.",5/20/21,
4/5/21 21:04,Independence,OR,USA,Chevron,15 min,"My passenger and I were driving backroads in the country heading to Independence, and had noticed a light which was not moving. I notic",8/16/21,
4/5/21 21:02,Grovetown,GA,USA,Light,1:45,2 lights that behaved and moved irregularly in the night sky,6/22/22,
4/5/21 20:51,Norwalk,CT,USA,,,MADAR Node 103,4/23/21,
4/5/21 20:25,Lancaster,MA,USA,Disk,1 minutes,There was a flying saucer with flashing lights hovering and the quickly disappeared,4/23/21,
4/5/21 20:22,Lancaster,MA,USA,Unknown,1 minute,"Big saucer like figure floating with green blinking lights, just blipped into nothing",4/23/21,
4/5/21 19:00,Hudson,NC,USA,Circle,5 minutes,Most amazing thing I have ever seen!!!,4/23/21,
4/5/21 12:05,Geismar,LA,USA,Unknown,Image + 17 second video.,"It's a bit blurry, but if you zoom in, it looks like an oddly shaped metor, but I swear that it had no movement.",6/22/22,Yes
4/5/21 00:30,Magna,UT,USA,Disk,3 minutes,"Disk, Gray Metallic color.",4/23/21,
4/4/21 21:53,Quincy,IL,USA,Sphere,5 minutes,Bright white round light moving slowly from west to east sky then disappeared.,4/23/21,
4/4/21 21:30,Eunice,LA,USA,Cigar,6 seconds,It was seen coming out north north west heading south southwest and then turned and headed East southeast.  The craft was bright blu,4/23/21,
4/4/21 21:12,Port Charlotte,FL,USA,Chevron,20 seconds,Chevron shaped craft with mirrored exterior traveling from sw to new portion of sky 1000ft above ground. Completely silent.,4/23/21,
4/4/21 21:00,Albuquerque (west of),NM,USA,Light,1-2 seconds,Airborne pilot observed supersonic light/object. ((NUFORC Note: Report from airline captain. PD)),7/31/21,
4/4/21 20:30,Gaston,SC,USA,Triangle,30 minutes +,"triangular object with red, green and white rapidly flashing lights, apparently stationary, low in the westerly sky after sunset",5/20/21,
4/4/21 20:20,South Lake Tahoe,CA,USA,Formation,4 minutes,Too round & bright to be a plane; it was quiet; moved slightly erractically; disappeared in a flash,4/23/21,
4/4/21 20:15,Peoria,AZ,USA,Light,4 minutes,"Bright craft light sighting in Peoria, AZ",4/23/21,
4/4/21 20:07,Longwood,FL,USA,Other,~3 minutes,"Round reflective object flying slowly East to West over Longwood, FL at sunset",4/23/21,
4/4/21 18:35,Melbourne (Australia),,Australia,Circle,5 minutes,I saw a black steady object in the sky at approx 18:35. It stayed really steady for a few minutes before moving in the sky and disappea,4/23/21,
4/4/21 02:50,Center Conway,NH,USA,Light,5 minutes,Two distant lights suddenly move in formation.,5/20/21,
4/4/21 00:15,Rockville,MD,USA,Other,5 minutes,a formation of four or five lights in a single line parallel to the ground forming one apparent craft,8/16/21,
4/3/21 14:38,San Leandro,CA,USA,Disk,21 seconds,"Blue UFO comes out of sky over San Leandro, California",4/23/21,
4/3/21 11:35,Windham,OH,USA,,,MADAR Node 55,4/23/21,
4/3/21 05:43,Pine City,NY,USA,,,MADAR Node 82,4/23/21,
4/3/21 05:30,Winnipeg (Canada),MB,Canada,Sphere,1 minute,Pulsating sphere interaction with a moving object,4/23/21,
4/3/21,Tioga,PA,USA,Light,3 weeks,Noticed it a month ago. And every night since. Yellow glowing orbs rising from the damn. Our town I's built in the shadow of this damn.,5/20/21,
4/2/21 22:00,Clarkston,MI,USA,Formation,3 seconds each,Two instances of a formation of three lights moving rapidly across the sky,4/23/21,
4/2/21 21:00,Nashville,TN,USA,,10 seconds,Moving object vanishes as airplane approaches,4/23/21,
4/2/21 21:00,Arlington,WA,USA,Light,3-5 seconds,"We saw a huge, green light flash, then move across the sky and dissapear. It was very different than a shoiting star or slow moving sa",4/23/21,
4/2/21 21:00,Doylestown,PA,USA,,2 hours,((NUFORC Note: Witness provides no information about sighting; elects to remain totally anonymous. PD)),4/23/21,
4/2/21 20:38,Shoreline,WA,USA,Fireball,< 2 seconds,Greenish fireball streaking through sky at high velocity,4/23/21,
4/2/21 20:35,Lakewood,WA,USA,Changing,3 min,green ship like object as well as what appeared to be triangle aircraftS,7/31/21,
4/2/21 20:10,Oxford,PA,USA,Oval,1minute,Red flying object,4/23/21,
4/2/21 06:57,Whately,MA,USA,,,MADAR Node 67,4/23/21,
4/2/21 02:00,Auburn,MA,USA,Triangle,Two hours,"Bright, fiery orange orb changing to white, green, different shapes and formations. Hovering just above garage and weaving in and out t",10/19/21,
4/1/21 22:00,Salt Lake City,UT,USA,Circle,45 minutes,"Unusually bright object in West sky.Stationary, it appeared to have some type of light occasionally coming from top. Also had red, blu",4/23/21,
4/1/21 22:00,Watsonville,CA,USA,Other,Two nights,Moon rose in two different spots,5/20/21,
4/1/21 20:41,Salem,OR,USA,Oval,A few minutes,"UFO moving very slowly above neighborhood, paused nearby above house, moved fast away after, saw two entities in aircraft",4/23/21,
4/1/21 18:37,Boardman,OR,USA,Triangle,4 minutes,Wormhole event filmed from Boardman OR,4/23/21,
4/1/21 15:30,,PA,USA,Circle,20 seconds,I saw a super bright light while digging field drains.,4/23/21,
4/1/21 14:00,Watsonville,CA,USA,Cylinder,3 minutes,Saw airplane fly into space midday,5/20/21,
4/1/21 02:00,Louisville,KY,USA,Circle,past couple weeks,So this ships showed up a couple weeks ago. basically theres 3 i can point out every night now cause they go to same general area when,4/23/21,
